,question,result
1172,요하네스 겐스플라이슈 추르 라덴 춤 구텐베르크의 출생 연도와 장소는 무엇인가?,"1. 요하네스 겐스플라이슈 추르 라덴 춤 구텐베르크의 출생 연도는 언제인가?
2. 요하네스 겐스플라이슈 추르 라덴 춤 구텐베르크의 출생 장소는 어디인가?"
354,"WHO의 회원국은 총 몇 개이며, 그 중 준회원국과 옵서버로 참가하는 국가들은 무엇인가?","1. WHO의 회원국은 총 몇 개인가요?
2. WHO의 회원국 중 준회원국과 옵서버로 참가하는 국가들은 무엇인가?"
633,"현재 진먼섬의 경제는 어떻게 변했으며, 섬과 샤먼 사이에는 어떤 정기 항로가 통하는가?","1. 진먼섬의 경제 변화에 대해 서술하세요
2. 섬과 샤먼 간의 정기 항로 정보 및 일정을 알려주세요"
340,크펠레족은 어디에 분포하고 있으며 인구는 얼마나 되는가?,"1. 크펠레족은 어디에 분포해 있는가?
2. 크펠레족 인구는 얼마나 되는가?"
574,"메시에 15(M15) 또는 NGC 7078은 어디에 위치하고, 어떤 년도에 발견되었는가?","1. 메시에 15(M15) 위치는 어디인가?
2. NGC 7078 위치 발견 연도는 언제인가?"
1205,"이암은 어디서 서예를 배웠으며, 그의 서체는 무엇인가?","1. 이암이 서예를 배운 장소는 어디인가?
2. 이암의 서체는 무엇인가?"
434,"아메리칸 위스키의 분류 방식은 무엇이며, 버번 위스키와 관련된 지명은 어디에 위치하는지 알려주세요.","1. 아메리칸 위스키의 분류 방식은 무엇인가요?
2. 버번 위스키와 관련된 지명은 어디에 위치하나요?"
663,"표준 점수의 변형으로서 t값(t score)이란 무엇이며, 어떤 장점이 있는지 알려주세요?","1. 표준 점수의 변형으로서 t값(t score)이란 무엇인가?
2. t값(t score)의 장점은 무엇인가?"
334,"서북청년회 회원들은 어떤 활동에 참여했으며, 그 결과로 어떤 문제가 발생했는지 알려주세요.","1. 서북청년회 회원들은 어떤 활동에 참여했나요?
2. 서북청년회 회원들은 어떤 활동에 참여한 이후, 어떤 문제가 발생했나요?"
311,"장대환 대표이사는 어떤 대학에서 학사와 박사 학위를 받았으며, 그 과정은 언제까지였는가?","1. 장대환 대표이사는 어떤 대학에서 학사와 박사 학위를 받았나요?
2. 장대환 대표이사는 학사와 박사 학위를 언제까지 받았나요?"
345,"미국 영토가 두배로 넓어진 계기는 무엇이었고, 그로 인해 어떤 시대가 열렸는가?","1. 미국 영토가 두배로 넓어진 계기는 무엇이었나?
2. 미국 넓어진 후, 그로 인해 어떤 시대가 열렸는가?"
103,성하국이 사망한 연도와 날짜는 무엇인가?,"1. 성하국이 언제 사망했는가?
2. 성하국의 사망 연도와 날짜는 언제인가요?"
82,키노트의 개발 배경과 초기 모습은 무엇인가?,"1. 키노트의 개발 배경은 무엇이었나요?
2. 키노트의 초기 모습은 어땠나요?"
1028,로렌슘을 만드는 방법과 그 목적에 대해 알려주세요.,"1. 로렌슘을 만드는 방법은 무엇인가요?
2. 로렌슘을 만드는 목적은 무엇인가요?"
10,"고쿄 히가시 정원에 있는 주요 시설들은 무엇이며, 그 중에서 어떤 곳은 국립박물관으로 지정되어 있는가?","1. 고쿄 히가시 정원 주요 시설은 무엇인가?
2. 국립박물관 지정된 장소 고쿄 히가시 정원은 어떤 곳인가?"
546,"무주반딧불축제에서 운영되는 프로그램 중에는 남대천 생명+(다슬기, 치어 방류)가 있는데, 이 프로그램은 어떤 목적으로 진행되고 있는가?","1. 무주반딧불축제 남대천 생명 다슬기 치어 방류 프로그램 목적은 무엇인가?
2. 무주반딧불축제 남대천 생명 다슬기 치어 방류 프로그램 의의는 무엇인가?"
911,"남베트남 공화국의 멸망은 언제 발생했으며, 그 원인은 무엇인가?","1. 남베트남 공화국의 멸망 시기는 언제인가?
2. 남베트남 공화국의 멸망 원인은 무엇인가?"
687,"축구공의 외부 구조에 대해 설명해 주시고, 1960년대까지 일반적으로 사용되던 축구공의 모양과 이후 등장한 축구공의 모양을 알려주세요.","1. 축구공의 외부 구조에 대해 설명해 주세요
2. 1960년대까지 사용되던 축구공의 모양과 이후 축구공의 모양 비교해 주세요"
374,"강금실의 아버지 강계돈은 어떤 사건에 연루되어 있었으며, 그 결과는 무엇인가?","1. 강금실의 아버지 강계돈은 어떤 사건에 연루되어 있었나요?
2. 강금실의 아버지 강계돈이 사건에 연루된 결과는 무엇인가?"
244,"김부식이 과거에 급제하여 어떤 직책을 맡았으며, 그 이후의 경력은 어떻게 되었는가?","1. 김부식 과거에 급제하여 맡은 직책은 무엇이었나요?
2. 김부식의 과제 급제 이후의 경력은 어떻게 되었나요?"
1014,"반데르발스 상태 방정식의 유도 과정에서 어떤 열역학적 관계를 고려했으며, 그 결과로 어떤 식이 얻어졌는가?","1. 반데르발스 상태 방정식 유도과정에서 어떤 열역학적 관계를 고려했는가?
2. 반데르발스 상태 방정식 유도과정에서 얻어진 결과식은 무엇인가?"
559,"파나요트 파노는 알바니아 축구 국가대표팀에서 몇 번 출전했으며, 얼마나 많은 득점을 기록했습니까?","1. 파나요트 파노가 알바니아 축구 대표팀으로 출전 경기 수는 몇번인가?
2. 파나요트 파노가 알바니아 축구 대표팀으로 득점 수는 몇인가?"
996,"미시령 옛길의 특징은 무엇이며, 겨울철에는 어떠한 문제가 발생하는가?","1. 미시령 옛길의 특징은 무엇인가
2. 미시령 옛길에서 겨울철에 발생하는 문제는 무엇인가?"
135,"양곤의 원래 이름은 무엇이었고, 국호가 바뀌면서 이름이 어떻게 변경되었는가?","1. 양곤의 원래 이름은 무엇이었나요?
2. 국호가 바뀌면서 양곤의 이름이 어떻게 변경되었나요?"
806,슬레이프니르 1.x 버전과 2.x 버전은 호환성이 있는가?,"1. 슬레이프니르 1.x 버전과 2.x 버전의 호환이 가능한가요?
2. 슬레이프니르 1.x와 2.x 버전 호환성 확인할 방법은 무엇인가요?"
482,"흑치상지는 당나라에서 어떤 활동을 하였으며, 그 중에서도 특히 중요한 사건은 무엇인가?","1. 흑치상지는 당나라에서 어떤 활동을 하였는가?
2. 흑치상지는 당나라 활동 중에서 특히 중요한 사건은 무엇인가?"
1042,"레드삭스의 소유주는 누구이며, 그들은 다른 스포츠 팀도 소유하고 있는가?","1. 레드삭스 소유주 이름은 무엇인가요?
2. 레드삭스 소유주가 다른 스포츠 팀을 소유하고 있는가?"
303,"일광 절약 시간제란 무엇이고, 그 목적은 무엇인가?","1. 일광 절약 시간제란 무엇인가?
2. 일광 절약 시간제의 목적은 무엇인가?"
979,제4기갑사단의 창설 연도와 그 배경에 대해 설명해 주세요.,"1. 제4기갑사단 창설 연도는 언제인가?
2. 제4기갑사단 창설 배경은 무엇인가?"
986,마쓰야마 시의 관광 산업과 도고 온천에 대해 설명해 주세요.,"1. 마쓰야마 시의 관광 산업 현황은 어떻게 되나요?
2. 도고 온천의 역사와 특징은 무엇인가요?"
1110,"알리셰르 나보이는 어떤 필명을 사용했으며, 그 의미는 무엇인가?","1. 알리셰르 나보이는 어떤 필명을 사용했는가?
2. 알리셰르 나보이가 사용한 필명의 의미는 무엇인가?"
236,남해 미조리 상록수림이 천연기념물로 지정된 연도와 번호는 무엇인가?,"1. 남해 미조리 상록수림이 천연기념물로 지정된 연도는 무엇인가?
2. 남해 미조리 상록수림이 천연기념물로 지정된 번호는 무엇인가?"
440,"반계리 은행나무의 높이는 얼마이며, 줄기의 둘레는 얼마인가?","1. 반계리 은행나무의 높이는 얼마인가?
2. 반계리 은행나무의 줄기의 둘레는 얼마인가?"
41,유키노 사츠키의 출생일과 본명은 무엇인가?,"1. 유키노 사츠키의 출생일은 언제인가?
2. 유키노 사츠키의 본명은 무엇인가?"
528,"매슈 파커는 영국 성공회 39개조 신조를 작성하는 등 어떤 역할을 하였으며, 그에 대한 엘리자베스 1세 여왕의 반응은 어떠하였는가?","1. 매슈 파커는 영국 성공회 39개조 신조 작성 역할은 무엇인가?
2. 엘리자베스 1세 여왕의 매슈 파커에 대한 반응은 어떠하였는가?"
45,"PAL 소자는 어떤 종류가 있으며, 그 중에서 현장 프로그래머블은 무엇인가?","1. PAL 소자 종류는 무엇이 있는가?
2. 현장 프로그래머블 PAL 소자 특징은 무엇인가?"
1108,"파라나주의 위치와 이웃하는 주/국가는 무엇이며, 세계에서 가장 큰 댐인 이타이푸 수력 발전 댐이 어디에 위치해 있는가?","1. 파라나주의 위치는 어디인가?
2. 파라나주의 이웃하는 주/국가는 무엇입니까?
2. 세계에서 가장 큰 댐인 이타이푸 수력 발전 댐은 어디에 위치해 있는가?"
1020,"1904년 하계 올림픽에서 처음으로 열린 경기 종목은 무엇이었고, 참가국은 몇 개였습니까?","1. 1904년 하계 올림픽에서 처음으로 열린 경기 종목은 무엇이었나요?
2. 1904년 하계 올림픽의 참가국은 몇 개였나요?"
761,"이 역의 부역명은 언제부터 삭제되었으며, 그 이유는 무엇인가?","1. 이 역의 부역명이 언제 삭제되었나요?
2. 이 역의 부역명 삭제한 이유는 무엇인가요?"
991,"홍기조는 어떤 운동에 참여했으며, 그 중 가장 중요한 역할은 무엇이었습니까?","1. 홍기조는 어떤 운동에 참여했나요?
2. 홍기조가 참여한 운동에서 가중 중요한 역할은 무엇이었습니까?"
625,삼발의 재료 중에서 식초와 소금이 어떤 역할을 하는지 알려주세요.,"1. 식초와 소금이 음식 조리에서 어떤 기능을 하나요?
2. 삼발 요리에서 식초와 소금이 각각 하는 역할은 무엇인가요?"
1021,"이슬람 원리주의란 무엇이며, 이 용어는 어떤 종파와 사회 운동 단체를 대상으로 사용하는가?","1. 이슬람 원리주의란 무엇인가
2. 이슬람 원리주의란 용어는 어떤 종파와 사회 운동 단체를 대상으로 사용하는가?"
197,"품행장애란 무엇이며, 사회적으로 용납되지 않는 행동은 어떤 것일까요?","1. 품행장애란 무엇인가요?
2. 품행장애로 사회적으로 용납되지 않는 행동은 어떤 것이 있나요?"
1222,"관악구의 행정 구역은 어떻게 구성되어 있으며, 면적과 인구는 얼마인가?","1. 관악구의 행정 구역은 어떻게 구성되어 있는가?
2. 관악구의 면적은 얼마인가?
3. 관악구의 인구는 얼마인가?"
608,"호세이 대학은 언제 설립되었으며, 전신은 무엇인가?","1. 호세이 대학 설립 연도은 언제인가?
2. 호세이 대학 전신은 무엇인가?"
116,양산시의 위치와 경계는 무엇인가?,"1. 양산시의 지리적 위치는 어디인가?
2. 양산시의 경계는 어떻게 되어있나?"
855,"존 번연이 쓴 대표작은 무엇이며, 그 작품의 특징은 무엇인가요?","1. 존 번연의 대표작은 무엇인가?
2. 존 번연의 작품의 특징은 무엇인가?"
1105,"네온 사인이 미국에 상륙한 후, 얼마나 빠르게 퍼졌으며, 어떤 도시에서 가장 먼저 네온 사인을 사용했는가?","1. 네온 사인이 미국에 상륙한 후 얼마나 빠르게 퍼졌는가?
2. 네온 사인을 가장 먼저 사용한 도시는 어디인가?"
924,"선지자와 예언자의 차이점은 무엇이며, 두 가지 성격을 가진 예언자가 어떤 역할을 하게 되었나요?","1. 선지자와 예언자의 차이점은 무엇인가?
2. 선지자와 예언자 두 가지 성격을 가진 예언자가 어떤 역할을 하게 되었는가?"
619,"금강산의 이름은 불교에서 유래한 단어이며, 그 의미는 무엇인가?","1. 금강산 이름은 어디에서 유래 했는가 
2. 금강산의 이름의 의미는 무엇인가?"
490,"천황 백제인설은 언제 발생했으며, 그 배경은 무엇인가?","1. 천황 백제인설은 언제 발생했나요?
2. 천황 백제인설의 배경은 무엇인가?"
455,"스탠리의 책 《암흑 대륙 횡단기》는 언제 출판되었고, 그 내용에 대해 설명해 주세요.","1. 스탠리의 책 《암흑 대륙 횡단기》는 언제 출판되었나?
2. 스탠리의 책 《암흑 대륙 횡단기》의 내용은 무엇인가요?"
1038,"커스티 리 코번트리는 2008년 베이징 올림픽에서 어떤 기록을 세웠으며, 얼마나 많은 메달을 획득했는가?","1. 2008년 베이징 올림픽에서 커스티 리 코번트리가 세운 기록은 무엇이었나요?
2. 커스티 리 코번트리가 2008년 베이징 올림픽에서 얼마나 많은 메달을 획득했나요?"
371,"다이라노 기요모리가 태어난 곳은 어디였으며, 그의 어머니는 누구인가?","1. 다이라노 기요모리 출생지는 어디인가?
2. 다이라노 기요모리의 어머니는 누구인가?"
459,"호주에서 주조된 소브린 금화는 어떤 특징을 가지고 있었으며, 영국에서 주조된 소브린 금화와의 차이점은 무엇입니까?","1. 호주에서 주조된 소브린 금화는 어떤 특징을 가지고 있었나요?
2. 호주에서 주조된 소브린 금화와 영국에서 주조된 소브린 금화와의 차이점은 무엇입니까?"
908,"현재 서울예술대학교에는 몇 개의 학부와 전공이 있으며, 어떤 학위를 수여할 수 있나요?","1. 서울예술대학교의 학부 및 전공 목록은 무엇인가?
2. 서울예술대학교에서 수여하는 학위 종류들은 무엇인가?"
3,"총괄제어란 무엇이며, 철도에서 어떻게 사용되는지 설명해 주세요.","1. 총괄제어란 무엇인가?
2. 철도에서 총괄제어의 활용 방법은 무엇인가?"
336,"서북청년회는 이후 어떤 영향을 미쳤으며, 현재까지 어떤 영향이 남아 있는지 알려주세요.","1. 서북청년회는 어떤 영향을 미쳤는가?
2. 서북청년회의 영향 중 현재까지 어떤 영향이 남아 있나요?"
